Client ID,Location ID,Joined Bank,Banking Employee ID,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,IAId
IND43779,19833,9/8/2008,BE26,432677.4,60611.94,1,6432.44,547731.64,288457.58,94835.37,79108.5,15452.67,2979852.7,0,4,2,12
IND96346,33992,20-10-2005,BE13,93157.5,39555.54,2,2345,86419.08,80956.11,82283.26,61526.64,7154.24,404995.65,2,2,2,13
IND87222,43342,4/1/2019,BE17,21193.44,20000,1,957.66,376712.38,76925.99,68184.4,21923.91,621.28,550777.7,1,1,3,14
IND78803,19738,16-06-2004,BE47,98188.95,25787.58,1,3809.26,295355.3,524154.78,407675.94,130297.47,694.21,768445.18,3,1,3,15
IND31057,31136,18-07-2020,BE12,146247.26,5915.58,2,821.63,746732.91,345229.21,178465.95,75306.78,60025.23,1467341.75,2,2,3,16
IND59891,9837,15-10-2010,BE27,267723.99,31469.9,1,7280.66,470702.79,1932207.61,782986.09,436704.18,38257.62,853877.46,0,3,3,17
IND92500,10656,29-06-2014,BE05,168060.94,18416.95,1,11596.13,1813386.6,3363785.33,919434.66,1574475.78,56295.08,3269918.55,1,4,3,18
IND47276,10398,6/7/2001,BE19,256280.35,32313.96,3,2217.21,1661220.21,2470522.8,1160648.29,397936.56,57061.7,1770913.87,0,2,3,19
IND19673,1860,8/1/2017,BE18,123468.29,19172.34,1,1819,412041.52,74734.72,91466.38,11243.67,12308.89,202210.02,1,2,3,20
IND83985,20166,29-07-2018,BE12,119228.81,53847,1,7809.54,1252648.25,1006135.45,475502.37,239267.28,36279.54,1889471.78,1,3,4,21
IND72250,6149,17-04-2018,BE17,167784.43,9279.14,3,2520.93,1611814.48,930896.89,491513.56,255735.99,20219.69,897231.25,1,4,4,22
IND61248,42057,28-06-2021,BE35,75219.81,7047.04,2,3300.49,795305.3,410358.75,424269.22,249553.76,20209.99,449072.37,3,3,1,1
IND52506,36792,20-10-2013,BE06,362707.7,33908.94,2,320.02,1309449.69,139803.12,96530.73,58717.31,11050.55,693531.45,0,4,2,2
IND45460,13556,8/12/2020,BE23,205453.17,26306.21,1,7043.17,976071.04,560116.24,342293.26,137539.66,56689.17,1733217.78,2,3,3,3
IND29763,2484,11/12/2007,BE08,237293.14,38780.7,1,6009.36,248078.88,1568223.22,914796.88,250915.71,53613.84,1357097.28,1,2,4,4
IND72578,4270,24-02-2021,BE16,502062.25,27454.53,2,402.36,1188446.55,1182517.84,757550.49,169617.4,76815.32,2121779.67,0,5,1,8
IND38948,3749,23-06-2006,BE35,19083.61,17983.68,3,134.35,98574.23,49572.13,18136.14,30468.72,20449.36,537001.34,1,1,1,9
IND46699,42304,17-02-2020,BE03,290195.51,43594.88,2,1423.08,509327.84,259910.4,175361.23,108849.22,4781.86,563496.43,2,2,1,10
IND78763,8115,25-07-2003,BE47,35664.83,3723.72,2,613.55,58257.91,329098.5,110854.23,252054.81,14452.46,220074.04,3,1,2,11
IND51658,26185,10/3/2010,BE20,355808.19,51314.9,1,824.02,516292.58,930137.4,549626.65,421098.57,53762.51,812144.93,1,4,2,12
IND95154,5907,28-10-2001,BE26,62120.6,21625.39,1,396.49,72333.82,306455.37,206857.38,58711.74,17257.39,747957.96,1,1,3,13
IND94518,16444,8/7/2021,BE12,61674.8,40720.32,1,5864.2,193193.54,269765.95,84025.46,165883.95,47141.09,2137968.5,0,2,3,14
IND94947,24588,9/4/2001,BE08,152758.55,6696.93,2,6555.08,1246385.77,1027108.39,717871.45,467720.86,61272.11,1238029.97,2,5,3,15
IND70766,40813,17-12-2008,BE22,157986.73,37394.24,1,3711.21,119599.9,377600.32,107356.95,262839.44,47688.79,412451.77,2,2,3,1
IND31616,40938,28-04-2009,BE18,90161.29,17818.09,1,538.93,197642.69,156466.45,102448.27,55322.07,1549.96,123404.07,3,1,3,2
IND63272,32408,16-09-2021,BE20,114141.01,60781.56,1,478.38,1883366.3,604936.99,252809.49,186717.87,85246.19,2142425.39,3,3,3,3
IND89040,14700,10/2/2020,BE20,133962.18,9026.14,1,6.98,535746.73,881345.76,144010.75,501157.39,44839.31,1431701.57,0,1,3,4
IND59471,10684,15-05-2002,BE24,387252.7,58563.49,1,1020.36,674467.88,496839.12,246221.16,174113.53,60152.8,1171442.9,1,3,4,5
IND86960,17955,30-10-2010,BE42,111258.89,17480.96,1,1525.56,35610.83,103857.78,134690.56,31449.43,2536.04,283934.72,0,1,4,6
IND29637,18608,11/3/2000,BE41,101574.37,11630.52,1,368.13,109020.32,310314.52,334184.86,40738.73,19053.68,98511.1,3,1,1,7
IND76975,11595,28-10-1999,BE38,129276.66,28334.7,3,3221.45,763880.47,707944.29,202269.8,293291.21,45570.03,134110.92,0,1,2,8
IND19165,34241,26-03-2007,BE24,91768.18,26449.56,2,505.08,804999.14,201402.85,137019.97,15435.38,17703.71,374106.17,3,1,3,9
IND21974,2143,27-01-2019,BE46,308772.02,64428.52,1,6579.62,745186.6,1184816.7,417378.61,538822.32,51389.36,495486.53,0,4,4,10
IND17085,42423,23-10-1995,BE02,106018.18,30085.36,2,6850.31,1009636.94,876584.28,424153.68,274757.33,20295.76,1372289.66,1,3,1,11
IND59398,21861,7/6/2013,BE41,117804.72,36002.98,1,979.73,124861.89,756310,283616.25,518244.24,36523.64,725981.78,0,2,1,12
IND84558,29374,10/3/1999,BE33,138815.82,21428.55,1,1521,464660.43,1335604.46,214039.18,719171.63,8841.07,1830665.46,1,2,1,13
IND72037,36534,8/5/2006,BE48,70589.93,24394.83,3,1267.17,425702.48,66767.02,29736.57,26633.87,34257.16,746857.6,1,1,2,14
IND24573,20831,19-09-2014,BE12,148218.47,39699.52,2,3299.81,392489.26,363948.23,110959.83,199727.69,30054.18,1122996.1,2,2,2,15
IND23033,26209,3/1/2020,BE37,75632.92,14030.64,2,762.54,68557.51,822783.56,159454.18,282233.9,39104.34,577920.26,1,1,3,16
IND82305,34976,27-01-2007,BE29,133697.25,23513.4,1,5232.4,725007.11,1168395.31,612400.3,212728.53,61147.08,1336250.84,3,2,3,17
IND84879,18002,9/1/2004,BE42,482954.96,27744.44,2,4984.56,933423.72,505423.79,581237.35,292471.9,28669.78,962448.43,2,4,3,18
IND77110,5707,12/3/2019,BE19,86774.9,18332.48,1,2743.44,398704.82,113314.34,26604.24,76245.77,16493.02,524349.95,2,1,3,19
IND51370,34362,3/12/2020,BE16,126222.11,35815.5,1,2330.5,277444.69,1993409.78,859902.26,367673.36,32194.26,685516.04,0,2,3,20
IND73499,2905,24-06-1995,BE22,275122.64,31249.41,1,2128.73,655645.84,361468.59,418844.55,158013.41,25212.6,820594.49,2,2,3,21
IND79465,17788,17-07-2017,BE26,136604.24,48135.06,1,6524.49,672596.59,1917355.41,648314.42,789564.2,20614.67,2790503.51,0,4,3,22
IND35812,2889,9/8/2020,BE39,162026.28,45881.16,1,5472.43,939667.17,349580.78,141721.94,231479.16,16234.9,1275895.98,1,3,4,1
IND19935,20677,12/4/2000,BE05,177192.75,38444.4,2,5375.23,1710554.11,3368735.54,1768586.16,188649.19,99286.27,253296,3,2,4,2
IND43475,34483,15-02-2000,BE11,206725.55,32434.16,1,3162.54,266597.67,423833.18,383943,87160.05,63738.58,1027509.65,1,4,1,3
IND39658,5695,11/12/2002,BE30,150499.78,13605.3,1,3702.43,235855.22,327401.69,213191.8,122280.72,14547.33,893165.04,1,2,2,4
IND42006,18933,18-07-2021,BE25,29624.93,2992.12,3,1362.11,122207.29,64712.43,43544.81,12700.57,26388.75,173310.81,1,1,3,8
IND13072,722,7/3/2014,BE14,296513.35,6427.36,1,6121.1,1272299.65,0,0,0,75612.89,221965.81,1,2,4,9
IND50762,20664,2/10/1996,BE21,294401.25,17782.4,1,5760.92,1008739.02,711169.74,495278.92,115946.07,45112.52,1579399.99,1,2,1,10
IND79565,18829,16-03-2014,BE29,22120.81,13692.28,1,2942.45,620598.3,674389.19,172643.63,396217.14,1713.6,402013.15,2,1,1,11
IND21206,31976,18-10-2016,BE11,372350.09,61300.8,1,7998.83,250994.47,1252548.2,482633.25,379901.32,9656.16,1735367.37,0,4,1,12
IND62941,31952,24-10-2021,BE44,511043.93,74194.47,2,10915.64,568505.21,1059118.67,437981.4,333264.03,82615.02,1467073.48,0,5,2,13
IND48073,30327,11/7/1995,BE24,143704.18,22279.95,1,2077.15,876345.25,562292.53,328003.97,206173.93,21817.49,1015410.21,0,3,2,14
IND18560,37582,29-01-2002,BE11,93560.2,9736.3,2,1875.3,462439.67,378215.14,191098.18,113862.66,7919.15,92110.48,3,1,3,15
IND83480,16811,22-02-2020,BE49,89107.57,49996.64,1,4900.23,447081.69,2278565.88,656535.93,1414641.84,32874.41,2058655.6,3,4,3,1
IND85295,8380,15-01-2002,BE14,74607.51,22878.68,3,4016.6,470549.51,493046.85,114038.05,250145.81,33777.03,945463.49,3,1,3,2
IND74978,15500,16-07-2005,BE32,77904.11,33876.06,3,3863.74,182644.08,388086.43,450865.12,124644.23,44133.36,267832.11,0,4,3,3
IND27629,2577,10/6/2002,BE28,123963.05,43109.22,2,158.32,440826.57,122419.71,92351.71,77124.42,15937.63,114037.59,2,2,3,4
IND71157,24168,31-08-2020,BE35,81361.42,21465.02,1,2307.75,241077.45,255753.37,162752.14,169395.09,43737.48,123926.36,3,2,3,5
IND99483,29899,3/3/1999,BE10,148433.6,30624,2,3147.68,194129.04,329957.3,198615.07,152164.77,10127.78,992851.2,3,1,3,6
IND35166,4487,4/4/2006,BE33,292133.53,31322.83,1,4422.5,965371.1,62216.39,32885.81,38636.38,39582,1066529.54,1,3,4,7
IND73212,15931,20-06-2003,BE02,62973.43,10720.35,2,5428.01,146974.3,288823.42,136923.7,78559.97,56302.49,1042143.77,1,2,4,8
IND90377,10629,13-03-2016,BE44,53296.28,7048.14,1,469.59,329439.06,175922.72,220648.84,90704.56,10565.53,769853.43,3,2,3,9
IND33047,1789,17-03-2004,BE23,337917.67,36312.85,1,3451.99,851734.65,803847.9,388064.5,359052.06,61148.52,1893392.88,0,4,1,10
IND20303,2257,12/9/2007,BE32,46797.89,10413.27,1,8042.48,95282.57,1491077.4,751318.07,226551.29,12126.3,1603067,2,2,2,11
IND82550,32922,24-12-2010,BE46,42230.54,11345.13,2,1409.97,156919.11,15516.82,6684.17,18906.65,6942.6,394471,1,1,3,12
IND15069,26330,31-08-2019,BE35,74824.17,16606.72,1,933.47,264724.38,263951.93,172013.62,64772.02,10286.42,511396.78,3,1,4,13
IND72898,25722,16-08-2004,BE47,104795.32,11208.98,3,3380.6,203424.74,489611.49,242748.55,172063.47,9191.88,264968.33,0,1,1,14
IND43567,31780,27-02-2008,BE39,50240.71,33252.56,3,982.67,1077165.27,537082.88,278487.42,90707.33,53554.85,1521878.73,1,2,1,15
IND43437,41567,16-04-2011,BE06,253693.57,16016.64,1,1189.45,259315.61,361645.83,186415.38,141675.69,44948.4,897772.4,3,2,1,16
IND62228,23194,7/3/2019,BE17,407571.37,37277.68,1,812.03,1194138.95,72449.06,63786.68,13914.95,44412.23,1094267.5,3,4,2,17
IND76373,20953,13-08-2003,BE30,146540.96,22887.92,2,2192.27,623315.91,249977.32,131932.48,226021.16,31531.91,141891.81,0,2,2,18
IND57417,12723,9/6/2013,BE39,93928.1,19666.64,1,2922.87,446821.23,458924.74,307630.87,173080.19,4099.16,256757.25,2,2,3,19
IND38378,36192,13-07-1995,BE20,146449.6,46244.43,2,940.47,414681.41,319150.19,129385.21,62104.9,41933.22,2273413.16,2,2,3,20
IND77256,20949,11/9/2019,BE27,149706.46,36166.32,1,1326.96,1089480.67,71388.98,44336.31,32658.58,31755.38,1158408.04,2,2,3,21
IND53599,6904,8/3/2019,BE37,26707.69,8541.26,2,219.49,144677.61,191567.38,136370,160072.4,12880.51,55336.37,2,1,3,22
IND80666,41327,24-03-2008,BE36,156845.16,50036.27,2,4489.17,1275318.57,2140826.25,982895.07,396254.82,98999.39,1615706.42,1,2,3,1
IND38255,1849,9/3/2018,BE28,164004.75,3279.5,1,1416,892576,575717.5,189986.78,277726.12,29947,463893.5,3,2,3,2
IND65519,23779,23-06-2019,BE02,185865.95,17603.16,1,2595.57,1092209.21,1448756.02,707789.2,382206.17,34482.65,179563.9,3,2,3,3
IND59539,6258,29-01-2016,BE23,413015.12,53907.38,1,3046.93,483023.83,46434.06,47007.32,9286.81,41929.05,1116113.42,2,4,4,4
IND85074,30570,26-04-2016,BE07,114440.95,39806.56,1,3792.41,220084.75,544268,294198.92,498667.16,22989.67,593855.71,1,2,4,8
IND67670,39681,4/6/2016,BE24,163181.15,32889.56,1,3657.24,599145.38,426895.02,235154.04,122822.76,5290.65,257602.64,0,2,3,9
IND46130,34558,25-09-2018,BE32,128079.37,31635.53,1,6381.32,183650.28,1011443.27,382533.03,210004.15,42183.93,610424.65,3,1,1,10
IND20451,2267,20-11-2015,BE19,181474.51,37963.25,3,4394,926943.88,571620.95,351766.74,49247.34,70674.11,1686633.52,1,2,2,11
IND78694,11720,28-08-2003,BE27,246394.3,35706.54,1,4524.56,339448.25,1325711.68,506889.76,500651.12,19861.2,431800.16,0,2,3,12
IND42335,26061,11/12/2018,BE35,139337.05,9522.63,1,304.59,553308.33,279570.08,71163.29,137243.49,37847.67,927484.27,2,1,4,13
IND15060,36547,30-01-2015,BE04,396219.01,7217.21,2,8639.9,1377169.25,1373494.45,755421.95,202361.52,69776.62,687064.56,2,4,1,14
IND19481,37012,18-08-2020,BE09,86385.43,11743.34,1,2450.37,994548.81,1040580,699700.34,110516.77,36387.26,1140703.77,2,2,1,15
IND36189,13041,25-11-2006,BE34,71898.24,14226.3,1,2691.56,622949.74,571028.48,351753.55,73548.47,21108.26,671717.81,3,1,1,1
IND65594,19864,24-04-2006,BE27,56041.92,10032.32,1,2562.97,51079.43,293506.39,105434.33,172342.39,21220.97,401454.45,2,1,2,2
IND17557,29315,9/11/2013,BE40,82530.07,45451.7,1,3140.53,727372.61,358100.59,326688.26,162841.53,33681.19,538444.12,0,2,2,3
IND79396,16915,5/3/2013,BE19,150098.37,5591.88,1,2055.53,956521.44,1207014.6,359536.26,536222.65,49878.64,466198.2,3,1,3,4
IND25908,36071,21-06-1995,BE20,156938.29,46310.4,1,4860.31,723968.64,1619690.63,828678.93,260406.07,53990.11,587197.27,3,2,3,5
IND47180,30027,23-10-1996,BE27,53693.89,10342.61,1,129.2,653263.32,553673.86,422390.36,118725.94,28402.27,77920.42,2,1,3,6
IND67526,32125,29-07-2016,BE29,133956.9,66262.14,3,2796.77,603502.59,1194875.52,926364.16,403706.82,68102.23,579642.78,0,4,3,7
IND54629,6166,10/3/2007,BE40,254879.14,44810.67,1,8013,824821.2,1755886.45,593368.53,531125.38,42845.41,1274763.06,2,2,3,8
IND96473,42748,4/10/2013,BE12,276078.13,28839.58,1,3502.89,316820.38,95358.5,105953.89,55398.75,4418.68,301499.11,2,2,3,9
IND43465,10813,17-06-2002,BE13,99008,13014.8,1,1651.68,266807.7,89360.51,35744.2,16649.88,24105.6,1040611.1,1,1,3,10
IND88769,11425,28-03-2016,BE15,135470.95,24159.8,1,1588.1,172132.99,607089.96,206762.52,270462.98,38316.39,661025.11,3,1,4,11
IND69918,10548,15-07-2021,BE32,212962.85,11049.02,2,1721.27,1020310.45,301089.99,129737.96,113900.14,10271.75,227929.55,1,2,4,12
IND97771,40115,15-03-2002,BE15,503138.53,55930,1,1173.59,121454.67,774807.12,528277.58,218354.73,24233.86,1022501.92,3,5,1,13
IND94851,41382,5/3/2019,BE10,128959.86,25110.87,1,3790.97,806945.24,245076.81,181912.68,85600.02,41412.81,797732.57,0,2,2,14
IND53003,36032,21-06-1999,BE26,132501.2,14717.4,2,3371.38,133394.92,251158.75,68738.18,166293.53,11044.07,795994.89,1,1,3,15
IND18812,32331,24-03-2004,BE03,41442.1,2332.13,1,896.52,220650.1,58475.92,53797.85,34734.7,7419.85,75226.46,0,1,4,16
IND48530,2392,23-10-2007,BE20,53797.08,10630.4,3,2190.23,598368.72,373578.97,383036.67,72776.97,27516.02,653279.09,1,2,1,17
IND85022,39147,14-06-1996,BE10,514507.79,47984.5,1,3730.42,1236855.48,1284147.66,791393.32,786017.82,12251.73,750199.63,1,5,1,18
IND52278,9456,22-02-2010,BE02,33978.42,19861.45,1,1037.14,657151.11,473402.12,136760.61,179682.4,19459.44,316231.97,0,1,1,19
IND46035,5889,3/11/2014,BE15,104500.25,16395.9,1,4071.01,1156725.66,687505.09,164114.12,220755.67,17851.2,499874.13,3,1,2,20
IND88500,20737,26-11-2018,BE03,96229.97,57912,1,10491.44,838614.5,1785745.06,499403.28,1176170.39,35061.52,1283849.91,2,5,2,21
IND59334,4409,21-03-2005,BE40,92773.75,4323.54,1,3337.91,195565.56,3017361.21,1382146.1,508084.69,31080.74,1310289.37,2,2,3,22
IND43447,20250,14-03-2001,BE03,69441.37,4001.19,1,1463.09,31365.79,93106.15,109895.78,32480.31,7873.9,374900.4,3,1,3,1
IND89715,4392,9/6/1996,BE15,159584.92,29373.76,1,5558.21,674240.19,815830.63,384316.91,339210.24,43670.84,316959.21,3,2,3,2
IND15214,30152,26-12-2021,BE46,36326.86,18414,1,3041.28,751165.61,782751.87,334611.49,136712.69,12228.89,631723.07,3,1,3,3
IND40338,15607,3/7/2002,BE41,181136.14,30762.96,2,2454.61,256129.1,573794.84,558891.07,137859.8,43285.01,1123611.84,0,2,3,4
IND51774,9282,6/12/2019,BE13,141030.82,23341.14,1,4405.63,1036262.08,645661.43,218963.44,287684.27,25856.95,1771415.7,2,2,3,8
IND57665,23628,4/9/2016,BE21,387437.27,17359.55,1,5189.07,375623.85,518662.85,304043.74,259987.21,56830.58,111184.56,2,4,3,9
IND66976,24295,21-06-2003,BE24,156417.86,7530.17,2,2824.71,417821.92,490114.98,207927.57,278523.93,11971.13,670583.6,2,2,4,10
IND40082,18576,9/12/2012,BE34,212764.95,41923.37,1,11015.81,134687.93,1816438.36,491238.05,475358.49,93046.2,2889635.17,2,2,4,11
IND46584,11654,16-02-2020,BE14,49412.97,4016.32,2,764.02,664358.27,103189.39,47023.01,14446.52,20289.35,823954.96,1,1,1,12
IND25515,36896,23-09-2013,BE37,152124.83,31244.16,1,7548.22,302888.82,939245.76,278589.84,315602.49,26011.35,1038657.52,2,2,2,13
IND66087,20927,22-07-2017,BE05,129188.72,48889.95,1,7174.28,118555.03,1234872.76,475822.53,630804.73,16776.34,847056.39,1,2,3,14
IND94271,16959,16-06-2016,BE15,281404.06,51578.8,3,3347.19,68567.73,315547.38,382481.67,115700.7,904.6,495709.37,3,2,4,15
IND13684,19141,18-09-2019,BE07,42385.16,8084.52,1,2287.96,540733.61,0,0,0,20014.07,308688.63,3,1,1,1
IND19447,17367,13-05-2015,BE15,143843.29,17099.12,1,2546.84,283138,1601165.63,785087.67,136357.33,18521.6,177708.12,3,2,1,2
IND70647,38188,20-08-1999,BE38,215594.52,7002.19,1,1351.83,733193.01,44044.29,45987.42,18783.6,22722.33,69448.3,3,2,1,3
IND55928,13258,16-10-2006,BE40,444732.64,24804.57,2,5173.23,1463959.28,849591.13,335364.92,356604.7,2051.04,487926.92,1,4,2,4
IND49649,26950,18-03-2001,BE41,62223.13,5403.25,1,1817.38,19043.33,196999.43,154943.37,54451.53,17116.93,462183.45,2,1,2,5
IND83150,14661,24-07-2009,BE43,196715.22,8588.72,1,3537.8,48536.46,556830.61,295120.22,290498.53,23872.31,1159400.76,2,2,3,6
IND86236,38354,21-02-2001,BE31,310375.37,4999.28,1,3255.6,112540.47,1312646.53,399501.12,845800.94,85558.53,1600952.63,1,4,3,7
IND23104,4088,21-02-2002,BE16,238755.41,18611.45,1,4041.82,1129042.77,1505541.47,547469.63,298160.38,17732.43,1508409.47,0,2,3,8
IND40705,4579,17-01-1995,BE14,231471.25,34530.6,1,687.65,204679.25,544808.01,442656.51,176381.59,41004.89,771748.99,0,2,3,9
IND16827,25414,4/4/2013,BE14,271912.22,47987.28,2,481.8,498543.51,1304703.25,357452.94,284175.09,265.95,2400841.52,1,4,3,10
IND61808,12544,22-12-2013,BE35,126670.72,39311,1,3014.14,347595.64,425301.02,396467.05,298431.56,41444.27,1105772.34,3,3,3,11
IND88808,29644,13-01-2008,BE28,135342.1,34214.11,1,5969.94,1170851.54,553783.57,367182.59,272317.05,40414.44,1378300.61,0,3,3,12
IND63102,7629,2/1/2015,BE42,133539.26,21502.92,2,2129.1,0,724809.53,126714.95,353534.72,18185.7,550483.58,0,1,4,13
IND12601,4796,13-04-2011,BE07,168781.14,66158.9,1,131.2,1150087.28,1056468.66,215605.85,251540.16,74636.38,3207843.85,1,4,4,14
IND82367,32900,11/1/2017,BE45,329938.29,23935.52,2,4935.2,320711.89,603889.38,578008.4,313159.78,41533.79,467754,0,4,1,15
IND25359,17167,2/5/2014,BE42,312138.72,50900.4,1,4689.5,642511.3,1136736.21,329055.22,255466.51,70299.88,2739484.57,3,2,2,16
IND18267,40243,23-03-2011,BE42,214088.86,45225.68,1,9075.06,1117489.89,393421.82,106604.62,79496.59,36316.25,289815.53,1,4,3,17
IND87428,18989,10/6/2011,BE36,441082.48,27620.74,2,1212.17,748824.44,1119155.41,395563.55,654609.43,46764.16,1633122.54,1,3,4,18
IND58778,12017,2/4/2002,BE42,158330.42,59844.16,2,5084.35,604161.37,270036.51,191638.81,219513.55,19726.03,1227061.51,3,5,1,19
IND40038,25572,25-01-1999,BE24,100215.75,25225,2,974.1,523111.2,22559.04,12783.46,18114.91,5793.3,118789.2,1,2,1,20
IND76909,15123,24-08-1996,BE42,402994.13,18494.84,2,987.71,1850625.91,3049414.76,1716707.57,569224.09,82132.6,3119550.93,3,4,1,21
IND62606,18166,13-02-2021,BE38,70434,29576.96,3,4446.19,410803.14,475859.82,333648.84,198384.32,23860.13,990659.81,0,2,2,22
IND51619,37029,12/7/2007,BE23,426222.38,25667.88,2,7175.73,1282622.98,1003542.58,558575.58,322175.04,70054.89,1080812.04,2,3,2,1
IND65893,23860,16-10-2019,BE13,326034.01,14790.87,2,6771.98,1331344.71,1020870.62,938731.6,225295.58,41971.62,1218304.73,2,4,3,2
IND95530,27979,28-12-2014,BE36,129752.45,5854.88,1,1335.65,315975.65,12299.17,11004.52,12899.02,10561.94,295619.23,2,2,3,3
IND89861,10652,17-01-1996,BE41,401797.9,34974.18,1,4459.54,1464990.62,1484238.17,766856.39,549910.24,1841.94,1513425.38,2,3,3,4
IND92174,20617,25-05-2021,BE39,354870.29,18874.44,1,5838.33,861398.58,495556.41,282351.91,349713,34401.87,352937.26,2,3,3,8
IND36400,27322,1/2/2019,BE14,385996.98,61463.58,1,2298.02,639113.19,348199.42,528995.27,98433.3,33124.45,965780.12,3,3,3,9
IND16810,35647,20-03-2006,BE33,62697.4,6794.48,2,5844.52,1398294.55,423507.06,90306.65,117180.67,30112.14,284386.77,1,2,3,10
IND62400,31073,13-03-2019,BE07,96671.07,18183.9,1,771.33,174294.11,287273.49,83671.89,181568,38277.75,460135.42,3,1,3,11
IND25291,13407,13-12-2019,BE24,36835.64,13692.28,1,947.07,315059.23,186137.94,90160.56,122414.78,7164.95,111986.2,3,1,4,12
IND94530,27744,30-07-1999,BE05,218888.31,26806.8,1,8544.43,1424013.96,914426.93,431812.72,245879.24,95534.31,1383168.08,1,4,4,13
IND29475,22107,1/11/2006,BE17,63676.05,24191.09,1,9553.04,920096.1,1388245.06,293291.21,437981.54,39903.63,2453030.87,1,3,1,14
IND97275,32611,3/8/2006,BE41,140115.83,42267.12,1,6843.4,120706.43,511243.39,252167.35,114718.87,74845.61,2123424.55,1,2,2,15
IND73731,6771,10/3/2016,BE46,148213.62,46366.1,2,5667,251193.41,246249.98,194015.13,56363.88,48422.51,449261.74,3,2,3,1
IND36600,21191,5/10/2013,BE44,221981.81,34944.75,2,5115.15,376658.91,1048812.59,262203.15,496243.74,24860.52,1248586.65,2,3,4,2
IND50412,1879,16-09-2001,BE13,71822.34,2133.82,3,1422.46,325091.98,30069.15,22156.21,14274.93,12464.94,371283.64,3,1,1,3
IND77616,6945,7/7/2020,BE34,257023.83,9653.49,3,5757.7,491066.6,1528492.29,738771.27,567070.64,6308.06,1904155.34,1,2,1,4
IND25120,6695,13-04-2008,BE05,47361.01,22384.79,1,2098.86,519939.71,153203.86,104973.02,22129.45,11768.89,608738.38,3,1,1,5
IND89792,3261,17-01-2004,BE01,112050.56,16531.2,1,2087.57,611149.26,705779.7,464328.75,181088.21,11029,822936.54,1,2,2,6
IND15721,34251,7/5/2001,BE30,67982.46,8794.05,1,3555.46,1042319.02,694986.09,418410,151194.93,61585.59,148679.48,2,2,2,7
IND91267,28304,23-12-2012,BE28,353467.78,4487.81,2,3036.95,909814.53,320802.15,217980.95,228098.55,26363.42,763016.58,3,3,3,8
IND14935,31743,1/8/2013,BE35,282954.63,18883.9,1,4110.58,372766.7,74733.11,32414.36,29965.28,16825.18,171225.35,3,2,3,9
IND49907,18553,21-11-2012,BE11,215582.05,31198.12,1,7470.4,0,851935.54,494426.88,218308.48,73963.14,1412228.12,3,4,3,10
IND18734,31500,18-09-2016,BE21,125473.53,35375.15,2,8807.26,811683.04,2683281.65,1092478.96,453282.94,44597.56,2919601.37,1,5,3,11
IND16744,4760,17-12-2011,BE09,215060.45,30716.63,2,1391.16,348258.12,183267.92,107077.88,52385.8,6188.7,1071917.66,2,2,3,12
IND19548,35127,14-07-2021,BE24,88444.07,3905.8,3,4093.89,88278.93,676061.16,448658.77,92927.68,42047.41,1626845.06,1,2,3,13
IND15167,4134,9/11/2015,BE38,218904.13,19883.56,1,4424.85,354944.9,841209.18,424940.72,229988.32,13695.37,181543.71,1,2,3,14
IND32618,11661,16-07-2013,BE19,202276.06,6943.76,2,1574.35,586072.04,962053.57,638604.52,127803.84,13086.63,1527720.9,3,2,4,15
IND93058,4189,3/3/2011,BE28,43011.56,19921.5,2,848.54,165875.8,12790.94,5513.34,19682.61,10782.78,254816.77,2,1,4,16
IND70754,11100,18-05-2010,BE39,202863.47,43941.96,3,740.6,878129.72,45080.56,32962.13,15511.59,23859.28,263453.75,0,2,1,17
IND92418,34167,1/6/2007,BE22,310932.99,8570.52,1,3439.77,179299.11,635861.07,289877.84,767802.25,5633.75,940255.75,0,3,2,18
IND92115,15173,3/2/2010,BE18,140387.6,55330.3,1,332.28,1267435.2,2796610.66,988135.77,1042762.89,32027.75,2487114.74,2,2,3,19
IND24672,27249,22-04-2005,BE33,262799.91,58301.88,1,8892.62,1557602.43,247721.87,61514.83,62844.88,87239.02,1867597.47,1,3,4,20
IND54908,25451,19-05-2001,BE34,115893.22,3897.32,1,2213.66,479711.5,61914.64,16776.87,19924.53,169.14,409422.04,0,1,1,21
IND37750,11581,25-08-2011,BE22,136105.54,42499.8,1,8163.02,1495245.96,2146327.17,588509.06,811103.96,56098.49,273110.64,0,3,1,22
IND59881,32372,8/11/2017,BE09,172611.65,20654.19,2,691.18,62672.07,32128.28,24800.78,28723.81,22005.81,193132.18,0,2,1,1
IND32319,8062,2/7/2009,BE08,238307.99,31326.96,2,5725.3,109711.87,1395620.04,988564.19,116883.18,2954.52,432897.38,3,2,2,2
IND58635,39991,20-03-1995,BE09,23597.68,4617.34,3,1786.93,309177.9,104217.47,46187.29,65017.49,15891.99,260989.41,0,1,2,3
IND55883,21128,27-09-2017,BE16,183024.41,22223.25,1,1303.23,235700.94,2006627.38,818492.75,436441.46,78315.08,1728187.62,3,3,3,4
IND26855,28563,15-04-2016,BE21,40981.63,5466.72,2,2242.78,0,331611.66,172619.77,174618.52,3762.29,285859.43,1,1,3,8
